temperature,mixing_ratio,refresh_count,elapsed_time,growth_percentage,remaining_time
25,1:10:10,6,0,0,748
25,1:10:10,6,0,0,726
25,1:10:10,6,0,0,743
25,1:10:10,6,0,0,788
25,1:10:10,6,0,0,699
25,1:10:10,7,0,0,565
25,1:10:10,7,0,0,482
25,1:10:10,7,0,0,579
25,1:10:10,7,0,0,536
25,1:10:10,7,0,0,504
28,1:2:2,1,0,0,1031
28,1:2:2,1,0,0,1079
28,1:2:2,1,0,0,1005
28,1:2:2,1,0,0,1090
28,1:2:2,1,0,0,1181
28,1:2:2,3,0,0,230
28,1:2:2,3,0,0,237
28,1:2:2,3,0,0,232
28,1:2:2,3,0,0,242
28,1:2:2,3,0,0,245
28,1:2:2,5,0,0,160
28,1:2:2,5,0,0,159
28,1:2:2,5,0,0,175
28,1:2:2,5,0,0,146
28,1:2:2,5,0,0,152
28,1:5:5,6,0,0,298
28,1:5:5,6,0,0,334
28,1:5:5,6,0,0,282
28,1:5:5,6,0,0,336
28,1:5:5,6,0,0,313
28,1:5:5,7,0,0,803
28,1:5:5,7,0,0,860
28,1:5:5,7,0,0,824
28,1:5:5,7,0,0,781
28,1:5:5,7,0,0,840
28,1:5:5,8,0,0,273
28,1:5:5,8,0,0,301
28,1:5:5,8,0,0,305
28,1:5:5,8,0,0,274
28,1:5:5,8,0,0,304
28,1:10:10,6,0,0,309
28,1:10:10,6,0,0,284
28,1:10:10,6,0,0,279
28,1:10:10,6,0,0,312
28,1:10:10,6,0,0,283
28,1:10:10,8,0,0,324
28,1:10:10,8,0,0,274
28,1:10:10,8,0,0,323
28,1:10:10,8,0,0,299
28,1:10:10,8,0,0,309
26,1:1:1,9,0,0,244
26,1:1:1,9,0,0,257
26,1:1:1,9,0,0,269
26,1:1:1,9,0,0,267
26,1:1:1,9,0,0,249
26,1:2:2,9,0,0,311
26,1:2:2,9,0,0,318
26,1:2:2,9,0,0,263
26,1:2:2,9,0,0,284
26,1:2:2,9,0,0,266
24,1:1:1,10,0,0,268
24,1:1:1,10,0,0,302
24,1:1:1,10,0,0,282
24,1:1:1,10,0,0,297
24,1:1:1,10,0,0,284
24,1:2:2,10,0,0,342
24,1:2:2,10,0,0,374
24,1:2:2,10,0,0,379
24,1:2:2,10,0,0,343
24,1:2:2,10,0,0,338
24,1:1:1,11,0,0,329
24,1:1:1,11,0,0,378
24,1:1:1,11,0,0,315
24,1:1:1,11,0,0,347
24,1:1:1,11,0,0,382
24,1:2:2,11,0,0,422
24,1:2:2,11,0,0,389
24,1:2:2,11,0,0,427
24,1:2:2,11,0,0,452
24,1:2:2,11,0,0,462
26,1:1:1,11,0,0,324
26,1:1:1,11,0,0,330
26,1:1:1,11,0,0,343
26,1:1:1,11,0,0,335
26,1:1:1,11,0,0,307
26,1:2:2,11,0,0,393
26,1:2:2,11,0,0,371
26,1:2:2,11,0,0,329
26,1:2:2,11,0,0,336
26,1:2:2,11,0,0,380
24,1:1:1,12,0,0,269
24,1:1:1,12,0,0,263
24,1:1:1,12,0,0,286
24,1:1:1,12,0,0,255
24,1:1:1,12,0,0,285
24,1:2:2,12,0,0,377
24,1:2:2,12,0,0,389
24,1:2:2,12,0,0,365
24,1:2:2,12,0,0,396
24,1:2:2,12,0,0,353
26,1:1:1,12,0,0,240
26,1:1:1,12,0,0,272
26,1:1:1,12,0,0,234
26,1:1:1,12,0,0,239
26,1:1:1,12,0,0,240
26,1:2:2,12,0,0,413
26,1:2:2,12,0,0,400
26,1:2:2,12,0,0,361
26,1:2:2,12,0,0,359
26,1:2:2,12,0,0,355
26,1:1:1,1,0,0,276
26,1:1:1,1,0,0,299
26,1:1:1,1,0,0,312
26,1:1:1,1,0,0,288
26,1:1:1,1,0,0,276
28,1:2:2,2,0,0,319
28,1:2:2,2,0,0,280
28,1:2:2,2,0,0,270
28,1:2:2,2,0,0,324
28,1:2:2,2,0,0,275
24,1:1:1,2,0,0,366
24,1:1:1,2,0,0,399
24,1:1:1,2,0,0,375
24,1:1:1,2,0,0,400
24,1:1:1,2,0,0,357
26,1:1:1,2,0,0,291
26,1:1:1,2,0,0,299
26,1:1:1,2,0,0,294
26,1:1:1,2,0,0,286
26,1:1:1,2,0,0,302
28,1:1:1,2,0,0,289
28,1:1:1,2,0,0,288
28,1:1:1,2,0,0,263
28,1:1:1,2,0,0,264
28,1:1:1,2,0,0,305
24,1:2:2,2,0,0,440
24,1:2:2,2,0,0,395
24,1:2:2,2,0,0,436
24,1:2:2,2,0,0,389
24,1:2:2,2,0,0,443
26,1:2:2,2,0,0,396
26,1:2:2,2,0,0,352
26,1:2:2,2,0,0,372
26,1:2:2,2,0,0,354
26,1:2:2,2,0,0,362
28,1:2:2,2,0,0,372
28,1:2:2,2,0,0,317
28,1:2:2,2,0,0,340
28,1:2:2,2,0,0,332
28,1:2:2,2,0,0,363
24,1:5:5,2,0,0,505
24,1:5:5,2,0,0,504
24,1:5:5,2,0,0,520
24,1:5:5,2,0,0,547
24,1:5:5,2,0,0,543
26,1:5:5,2,0,0,557
26,1:5:5,2,0,0,502
26,1:5:5,2,0,0,516
26,1:5:5,2,0,0,570
26,1:5:5,2,0,0,486
28,1:5:5,2,0,0,352
28,1:5:5,2,0,0,409
28,1:5:5,2,0,0,372
28,1:5:5,2,0,0,397
28,1:5:5,2,0,0,364
28,1:1:1,4,0,0,243
28,1:1:1,4,0,0,233
28,1:1:1,4,0,0,212
28,1:1:1,4,0,0,252
28,1:1:1,4,0,0,229
28,1:2:2,4,0,0,335
28,1:2:2,4,0,0,343
28,1:2:2,4,0,0,367
28,1:2:2,4,0,0,359
28,1:2:2,4,0,0,330
26,1:1:1,4,0,0,246
26,1:1:1,4,0,0,221
26,1:1:1,4,0,0,225
26,1:1:1,4,0,0,241
26,1:1:1,4,0,0,249
26,1:5:5,4,0,0,476
26,1:5:5,4,0,0,483
26,1:5:5,4,0,0,525
26,1:5:5,4,0,0,447
26,1:5:5,4,0,0,458
24,1:1:1,4,0,0,322
24,1:1:1,4,0,0,282
24,1:1:1,4,0,0,318
24,1:1:1,4,0,0,319
24,1:1:1,4,0,0,327
28,1:1:1,5,0,0,276
28,1:1:1,5,0,0,269
28,1:1:1,5,0,0,234
28,1:1:1,5,0,0,274
28,1:1:1,5,0,0,252
28,1:2:2,5,0,0,258
28,1:2:2,5,0,0,294
28,1:2:2,5,0,0,271
28,1:2:2,5,0,0,281
28,1:2:2,5,0,0,292
28,1:5:5,5,0,0,347
28,1:5:5,5,0,0,337
28,1:5:5,5,0,0,380
28,1:5:5,5,0,0,379
28,1:5:5,5,0,0,349
26,1:1:1,5,0,0,312
26,1:1:1,5,0,0,310
26,1:1:1,5,0,0,284
26,1:1:1,5,0,0,278
26,1:1:1,5,0,0,297
26,1:2:2,5,0,0,368
26,1:2:2,5,0,0,352
26,1:2:2,5,0,0,346
26,1:2:2,5,0,0,351
26,1:2:2,5,0,0,350
26,1:5:5,5,0,0,529
26,1:5:5,5,0,0,553
26,1:5:5,5,0,0,478
26,1:5:5,5,0,0,524
26,1:5:5,5,0,0,522
24,1:1:1,5,0,0,377
24,1:1:1,5,0,0,320
24,1:1:1,5,0,0,351
24,1:1:1,5,0,0,344
24,1:1:1,5,0,0,324
24,1:5:5,5,0,0,497
24,1:5:5,5,0,0,528
24,1:5:5,5,0,0,508
24,1:5:5,5,0,0,514
24,1:5:5,5,0,0,480
28,1:2:2,6,0,0,375
28,1:2:2,6,0,0,332
28,1:2:2,6,0,0,366
28,1:2:2,6,0,0,331
28,1:2:2,6,0,0,363
28,1:5:5,6,0,0,347
28,1:5:5,6,0,0,349
28,1:5:5,6,0,0,365
28,1:5:5,6,0,0,334
28,1:5:5,6,0,0,373
26,1:2:2,6,0,0,403
26,1:2:2,6,0,0,401
26,1:2:2,6,0,0,393
26,1:2:2,6,0,0,409
26,1:2:2,6,0,0,344
